Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
VFC-AL,Vaccine,Vaccines for Children,Payer,Self-Pay,Alabama,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $19.79 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-AR,Vaccine,Vaccines for Children,Payer,Self-Pay,Arkansas,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $19.54 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-AZ,Vaccine,Vaccines for Children,Payer,Self-Pay,Arizona,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $21.33 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-FL,Vaccine,Vaccines for Children,Payer,Self-Pay,Florida,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $24.01 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-GA,Vaccine,Vaccines for Children,Payer,Self-Pay,Georgia,5/15/23,5/15/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $21.93 per dose. Serum codes should be reported as $0.00 if present.,"https://dph.georgia.gov/immunization-section/vaccines-children-program#:~:text=The%20VFC%20Program%20allows%20providers,charge%20an%20office%20visit%20fee.",,,,,,,,,,,,,,,,,,,,,,,,,
VFC-IA,Vaccine,Vaccines for Children,Payer,Self-Pay,Iowa,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $19.68 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-ID,Vaccine,Vaccines for Children,Payer,Self-Pay,Idaho,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $20.13 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-IL,Vaccine,Vaccines for Children,Payer,Self-Pay,Illinois,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $23.87 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-LA,Vaccine,Vaccines for Children,Payer,Self-Pay,Louisiana,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $21.30 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-MD,Vaccine,Vaccines for Children,Payer,Self-Pay,Maryland,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $23.28 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-MI,Vaccine,Vaccines for Children,Payer,Self-Pay,Michigan,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $23.03 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-MO,Vaccine,Vaccines for Children,Payer,Self-Pay,Missouri,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $21.53 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-MS,Vaccine,Vaccines for Children,Payer,Self-Pay,Mississippi,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $19.79 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-NC,Vaccine,Vaccines for Children,Payer,Self-Pay,North Carolina,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $20.45 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-NJ,Vaccine,Vaccines for Children,Payer,Self-Pay,New Jersey,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $24.23 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-OK,Vaccine,Vaccines for Children,Payer,Self-Pay,Oklahoma,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $19.58 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-OR,Vaccine,Vaccines for Children,Payer,Self-Pay,Oregon,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $21.96 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-SC,Vaccine,Vaccines for Children,Payer,Self-Pay,South Carolina,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $20.16 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-TN,Vaccine,Vaccines for Children,Payer,Self-Pay,Tennessee,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $20.00 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-TX,Vaccine,Vaccines for Children,Payer,Self-Pay,Texas,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $22.06 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-WA,Vaccine,Vaccines for Children,Payer,Self-Pay,Washington,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $23.44 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
VFC-WI,Vaccine,Vaccines for Children,Payer,Self-Pay,Wisconsin,5/1/23,5/1/23,The maximum fees that providers may charge for the administration of pediatric vaccines to uninsured children under the Vaccines for Children (VFC) program is $20.83 per dose. Serum codes should be reported as $0.00 if present.,https://www.federalregister.gov/documents/2012/11/06/2012-26507/rin-0938-aq63,,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD19,Vaccine,,Payer,Medicaid,Washington,5/1/23,5/1/23,DO NOT bill procedure codes 90471-90472 or 90460-90461 for the administration of vaccines for children. ,,https://www.hca.wa.gov/assets/billers-and-providers/EPSDT-bi-20201001.pdf,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD20,Vaccine,,Payer,Medicaid,Washington,5/1/23,,"Bill for the administration by reporting the procedure code for the vaccine given with modifier SL (e.g. 90707 SL). The agency pays for the administration for those vaccines that are free from DOH and are billed with modifier SL (e.g., 90707 SL).",,https://www.hca.wa.gov/assets/billers-and-providers/EPSDT-bi-20201001.pdf,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD21,COVID-19,,Payer,Medicaid,Washington,9/20/23,9/20/23,Use modifier CR on COVID-19 tests per Apple Health (Medicaid).,,https://www.hca.wa.gov/billers-providers-partners/prior-authorization-claims-and-billing/provider-billing-guides-and-fee-schedules,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD22,COVID-19,,Payer,Medicaid,Washington,9/20/23,9/20/23,Use modifier CR on COVID-19 tests per Coordinated Care.,,,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD23,EPSDT and Sick Visit,Washington guidelines,Payer,Medicaid,Washington,5/2/23,5/2/23,"Any office, laboratory, radiology, immunization, or other procedure rendered as part of follow-up treatment and NOT part of the well-child visit, must be billed on a separate professional claim from the EPSDT well-child checkup.",,https://www.hca.wa.gov/assets/billers-and-providers/EPSDT-bi-20201001.pdf,,,,,,,,,,,,,,,,,,,,,,,,
WAMCD24,Telehealth,Washington Telehealth - nonfacility,Payer,Medicaid,Washington,5/2/23,5/2/23,Use POS 02 or 10 with modifier 95 for audio and video telehealth visits. Use modifier 93 or FQ(counseling/therapy) for audio-only visits.,,https://www.hca.wa.gov/assets/billers-and-providers/Telemedicine-bg-20230226.pdf,,,,,,,,,,,,,,,,,,,,,,,,
WIMCD1,Preventive,,Payer,Medicaid,Wisconsin,3/23/21,3/23/21,"Providers should also indicate modifier ""UA"" with the appropriate procedure code if a comprehensive screen results in a referral for further evaluation and treatment. If a comprehensive Health Check screen does not result in a referral for further evaluation or treatment, Providers should only indicate the appropriate procedure code, not the modifier.",,,,,,,,,,,,,,,,,,,,,,,,,,
WIMCD2,Maternity Care and Delivery,,Payer,Medicaid,Wisconsin,3/23/21,3/23/21,"Providers are required to use modifier “TH” (Obstetrical treatment/services, prenatal or postpartum) with procedure codes 99204 or 99213 only when those codes are used to indicate the first three ante partum care visits.",,,,,,,,,,,,,,,,,,,,,,,,,,
WIMCD3,Maternity Care and Delivery,UHC guidelines,Payer,UHC community plan,Wisconsin,10/26/21,,"UnitedHealthcare Community Plan follows ACOG coding guidelines and considers an E/M service on the same date of service, by the Same Individual Physician or Other Qualified Health Care Professional to be separately reimbursed in addition to an OB ultrasound procedure (CPT codes 76801-76817 and 76820-76828) only if the E/M service is a separate and distinct service and is submitted with the appropriate modifier.",,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-reimbursement/UHCCP-Obstetrical-Services-Policy-(R0064).pdf,,,,,,,,,,,,,,,,,,,,,,,,
WIMCD4,Phone visits,UHC guidelines,Payer,Medicaid,Wisconsin,3/17/23,3/17/23,99441-99443 should be billed with modifier GT and POS 02 or 10,,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-reimbursement/UHCCP-Telehealth-and-Telemedicine-Policy-R0046.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD1,Behavioral Health,Psychologist,Payer,Medicaid/Medicaid CMO,Missouri,3/31/23,3/31/23,Add AH modifier for Psychologist. ,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD2,Behavioral Health,Psychologist,Payer,Medicaid/Medicaid CMO,Missouri,3/31/23,3/31/23,"Do not use AH modifier for CPT codes 97151-91758, 0362T, 0373T",,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD3,Behavioral Health,Licensed Clinical Social Worker/Licensed Master Social Worker,Payer,Medicaid/Medicaid CMO,Missouri,4/3/23,4/3/23,Add AJ modifier for Licensed Clinical Social Worker/Licensed Master Social Worker,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD4,Behavioral Health,Licensed Professional Counselor,Payer,Medicaid/Medicaid CMO,Missouri,4/3/23,4/3/23,Add modifier UD for Licensed Professional Counselor,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD5,Behavioral Health,"Licensed Marital and Family Therapist,",Payer,Medicaid/Medicaid CMO,Missouri,4/3/23,4/3/23,Add modifier HE for Licensed Marital and Family Therapists,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD6,Behavioral Health,Psychology Intern,Payer,Medicaid/Medicaid CMO,Missouri,4/3/23,4/3/23,"Add modifiers HL, AH for Psychology Intern",,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD7,Behavioral Health,Home POS,Payer,Medicaid/Medicaid CMO,Missouri,4/3/23,4/3/23,Add modifier U8 when the place of service is Home.,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD8,Telehealth,POS,Payer,Medicaid,Missouri,4/4/23,4/4/23,MO Medicaid does not recognize POS 10. Telehealth should be billed with POS 02.,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD9,Behavioral Health,School POS,Payer,Medicaid,Missouri,4/4/23,4/4/23,"TM should be the first modifier listed for services provided at a school location. For all Psychiatrists, PCNS, PMHNP, Psychologist, PLP, LCSW, LMSW, LMFT, PLMFT rendering providers.",,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD10,Behavioral Health,School POS,Payer,Medicaid,Missouri,4/4/23,4/4/23,"TM should be the second modifier listed for services provided at a school location. For LPC, PLPC rendering providers.",,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MOMCD11,Behavioral Health,Approved telehealth Codes,Payer,Medicaid/Medicaid CMO,Missouri,4/4/23,4/4/23,One or more CPT codes listed are not on Missouri Medicaid's approved list for Telehealth.,,https://manuals.momed.com/collections/collection_psy/print.pdf,,,,,,,,,,,,,,,,,,,,,,,,
KSMCD1,Tobacco Cessation,KS guidelines,Payer,Medicaid,Kansas,4/4/23,4/4/23,Missing covered dx for tobacco cessation counseling.,,https://portal.kmap-state-ks.us/Documents/Provider/Provider%20Manuals/Professional_23064_23042.pdf,,,,,,,,,,,,,,,,,,,,,,,,
KSMCD2,Telehealth,KS Telehealth,Payer,Medicaid,Kansas,4/6/23,4/6/23,One or more CPT codes listed are not on Kansas Medicaid's approved list for Telehealth.,Approved Telehealth codes,https://portal.kmap-state-ks.us/Documents/Provider/Bulletins/21234%20-%20General%20-%20New_POS_Code_10.pdf,,,,,,,,,,,,,,,,,,,,,,,,
KSMCD3,Telehealth POS,KS Telehealth,Payer,Medicaid,Kansas,4/6/23,4/6/23,Use POS 10 for Kansas Medicaid Telehealth. Modifier GT is optional.,,,,,,,,,,,,,,,,,,,,,,,,,,
BCBSNC1,Maternity Care and Delivery,NC OB guidelines,Payer,BCBS,North Carolina,5/23/23,5/23/23,"Providers not rendering prenatal, delivery, or postpartum care services should follow standard ICD-10-CM guidelines and indicate pregnancy as an incidental secondary diagnosis.",BCBS NC OB guidelines,https://www.bluecrossnc.com/sites/default/files/document/attachment/services/public/pdfs/medicalpolicy/guidelines_for_global_maternity_reimbursement_notification.pdf,,,,,,,,,,,,,,,,,,,,,,,,
,,RHC modifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
